asin,sentiment
0000B049F5B33CD310EB1AB236E20191,0.9632000000000001
00018184A9EC4D270219A296B2580303,0.7141333333333334
000281A9CAC43FF1F335726A390636DA,0.6799
00030884DF109F325638A6BFD5B13CFF,0.593564705882353
000325BA25966B5FC701D5D2B5DBA4E0,0.8564999999999999
00039B53F332D3A911B0B18F88051C80,0.563025
000449E7E71585B3F1A7EAE8B654B468,0.0
0004D01A4CED3FE007D35FB3933B3A6C,0.89205
00055F6EC779D818B9F33AA0885FC6E3,0.9283333333333332
000577BC760B4C7BD980939F0CB41F65,0.5027
0006BBE1B5FFF50EF4715D8AE6F86572,0.4872000000000001
00070814FEAD79C8C33EE0CB64B45200,0.8103200000000002
000821639302E5E882BC46896EEBCD36,0.7138
0008BA613733BF407E817D02F22D820A,0.9895
0009CBEAC75B07BC02E841DDB0548975,0.9282600000000001
000A550D7684BF23E1E6ABAEDC6AF618,0.5792999999999999
000B1A7B9FB7B49A6FA3127C0F80BA62,0.8579478260869565
000D11F309A4335C4A585CDF01684BD9,0.1578166666666667
000E0D6312565DD5F7527CC709F0980E,0.9854
000EFCAA54E3DA13F96B029E22B30721,0.8972999999999999
000FEA414AE1DD189392B436CDABE30B,0.8863
00100AB2727EA2F327DE43B4DC9BEBA1,0.6748333333333333
0010967A6D7549A37F8418F0AEB5B654,0.4741625
0010E8EA35EC69730F060C5A7911458F,0.8999
0011A2ACDF06FD58851FDC48995B286D,0.5528333333333334
001237FFAD851BB3B730E34BAD6263F1,0.0
001258D8F4855914CFDFEDE307F400B8,0.62355
0017AB03015BAA03F357E228EF7DBF3E,0.8316666666666666
0018B53B3CC15730AE1495F7AA9E281F,0.7402799999999999
0019124D6D5380DDF13CEFDB98F0FBA4,0.6270714285714286
001994ED56D8FBADE84AC40A20A3079A,0.8885
001C6A12BBAF93E4CB38DC4F3DBCC2CA,0.9197500000000001
001D103D75A5694360941BEC51CEDAAA,0.52108125
001EC8EFCD666C7F4B06B68F4B34E3AA,0.9286
001EE265FA85E90336B59F53A14DC079,0.0
001F25BFDF3B79B27436447E3EB4A822,0.5240176470588236
002097B78839680F184CF5C32FD78E0A,0.0
0020A1123CA02270601E6EF7207A2F56,0.0
0021BC216843495143243CAB9EAE49A9,0.6605
0022C1F82F830340EFA4551F7E7D22A4,0.0
0022C4B25AD574BB7A67608FC60D9637,0.7738499999999999
0022C85AE6A3FB75F7B76920B7271154,0.9474
00230A742E9277DB2114698E4954C2F9,0.63848
002345E97315399A0BDFD702B16B63E1,0.4762
0023E8B0DF588AF083D65AB06E8B9700,0.6135499999999999
0024F31A8C792DDA1C8B7F8C4969B7C7,0.993
00250B2B2CAACA4A0892F7776EF56B47,0.812825
00250D5C90EB09E426CADA99F4FD319E,0.8421888888888889
0026C3802E2268C7D2B5D9DE4DBC513C,0.7394999999999999
0028360C995C7365887D929B0B7C172C,0.0
00286F9721DFE4C03F8050A580A04509,0.894475
0028E10A27EABFC696DC39F79DED07DB,0.7583333333333333
002907E3F60B77A7312D105280250E4B,0.7917428571428572
002A2BBBB4571D357775F637CCCEB524,0.7586055555555555
002C438218796962F0F999FEAFFD196C,0.6563062500000001
002CD7EA174DB724F01CE39262C9D67E,0.555675
002DBFFDFE2E1C6C0BF01EB3BD2FD240,0.6231846153846152
002E78D6FD7C3B2EF7519C4015347AD5,0.9151200000000002
002F68BB68A132E8AB06032A5B167D6F,0.36602
0030EBF1706095B5F5924E8D05D7EFF8,0.47523333333333334
00311D7CB7DB2C4DEC93E65DDCCCF0A3,0.9313
0032CA474664CA08ADC0A82EE8AC2408,0.36002500000000004
0036A9EB6D6233251EBE7394527D2E09,0.8475
0039B4016560DCA21DBF417C672FE079,0.8076
0039CFB8651BD7621EF78D2E47DD3FD8,-0.868
003A58853D6937D697E5FCDCB61B95C7,0.0
003AD8AC7817CC22A67A6E8422F813A2,0.6271
003CE83FFB06D8550C583E9179E71360,0.5044
003DC163B35D41F236B85CEF5D3F9BFE,0.38116666666666665
003FB53B342B6E284A223C6BE8DCD804,0.90835
0040042EC2AAF909E1F413B0725E188D,0.5054666666666666
00401907BA2947E900E3FDC143B7170F,0.7369166666666667
00407CBF558BE4404A74FB9A3CA84EDF,0.21910000000000002
00414C5932E14408616AC5D5748447FB,0.7091714285714286
00422B847A42B2710E8497DAB377FA64,0.0
0042597D1F6A7B1DE44A0A4EA67B4053,0.6617090909090909
004351F5FCB8A6EF7C4D56EC365703AC,0.9535
0043FEC7D38CFDD0D105F6D1A86C5456,0.6764
00445163C06B72F961F948FBF45AE78E,0.7997181818181818
0047401C26A4E805FFB52A7BF75998D7,0.7494333333333335
